Review_Text,Highly_Satisfied
Hong Kong Disneyland is fantastic! It captures all of the traditional Disney elements whilst also putting it's own spin on things. The park is incredibly easy to navigate and well set out.Waits times are sooooooo much less here than at other Disneyland Resorts around the World. Definitely if you want short queues and be able to experience all that Disneyland has to offer then the best bet would be to make a trip to Hong Kong Disneyland you won't be disappointed!!,True
Excellent place with whole day long full of entertainment. Must go recommended place in HK for the family with kids.,True
My family and I went to Hong Kong Disneyland end Decemeber 2016. The crowd very pack. We spend whole day there. Fireworks was spectacular and amazing. Suitable for children and adults.,False
Too many queues to wait honestly. But it's a must for those family with young kids as they will love it. Im not really into those kind of the theme park so it's kinda boring for me. I prefer yhe universal instead. They also have a parade and fireworks at night. ,False
"Disneyland was indeed the happiest place I've been when I was in Hongkong. Although it was quite far from the place we were staying still, I enjoyed so much even from the start of the travel. They had their own Disney train where you can sit in a luxurious seat. The place was amazing. It would bring back childhood memories and it would cast away your worries. Parade of colors were nice. We actually witnessed two parades, one in the morning and one in the afternoon. The fireworks were definitely wonderful. A place where there's no time to get bored. Definitely a happy place for family and friends... ",True
"A one day pass for HK Disney cost us about $100 USD per person, which, for what you get, isn't really worth the cost. If you've already seen Disney World and or Disneyland in the US, HK Disney may disappoint you. Comparatively, it's very small. It's basically a tiny Magic Kingdom without many of the classic rides   no Pirates of the Caribbean, Splash Mountain, etc.There are a couple of rides exclusive to HK Disney that are pretty neat. In particular, Mystic Manor is a very fun, smartly designed Haunted Mansion esque ride that I'd highly recommend.Disney fanatics might also want to check out some of the merchandise. There's more than enough of it, and much of it is exclusive to HK Disney.The food is much nicer fancier than the Disney parks food in the US, but it's also considerably more expensive.Getting there via the MTR was fairly easy, though it's a bit of a hike from Hong Kong Island or Kowloon. Getting back was a bit more difficult, since we left with the hordes of other people leaving right after the fireworks show that begins as the park closes. (The show was great, for what it's worth.)We went on a Tuesday, and there weren't many crowds or long lines. The park actually felt oddly empty. Then again, we were there on a holiday (Dragon Boat Festival), which may have kept a lot of people away, so take that with a grain of salt.",False
"My 38 months son really enjoyed. Compared to other Disneys, it was a small one. But i think it is perfect for family with little kids as you can cover the whole park in a day. Well managed and clean. Little bit pricey for foods and drinks. However, the entrance fee was worth the money as my son really liked. Overall it was another great family time. ",False
Great rides and loads of fun  But the heat and sun simply fries you alive.. all the walking makes you really tired..   Halal food is a real change.. there is one halal restaurent but was closed on the day I visited..,True
This time around it was just me and the hubbie! I really wanted to come here just for the fireworks!!! As part of my bday weekend celebration!!! And I don't care about the ticket cost and all and not going for rides and expensive food all around because just the priceless feeling of seeing the night parade with all the exploding lights and sounds and of course the amazing fireworks show is all worth it!!!Also it's quite easy to get here ... HK's metro system is very very efficient!!! ,True
"Lots of rides, lots of kids show like story telling, fireworks are here. A large shopping complex is here. Really great funland it is.It is built in a large property. A lot of restaurants are here having different favoured food.",True
"Need extra energy to explore and to play in this park. During summer time really needs to have an umbrella, hats or anti UV jacket. It's not allowed to bring any food and there's a security check at the gate. You can ride on the train when you feel tired and need time to recharge your energy. Just sit, relax and enjoy the park. Variety of food is available there. You can try the Disney's MTR and see the uniqueness. Never too old to have fun there. And don't miss the spectacular fireworks start at 9pm. Find your strategic spot to enjoy the parade and fireworks ",True
"You don't have to be a child to enjoy Disneyland. In my 7th visit to a Disney Resort, this time in Hong Kong, I was with a group of five office mates who momentarily forgot they were not kids anymore. Or they simply don't care because, after all, they are in the happiest place on Earth.While the HK Disneyland is the smallest among the different Disney Resorts around the world, it still pays to be early to beat the crowd. Visit Disney on a weekday when there are fewer visitors (but don't underestimate the word 'fewer'). It is best to be in front of the ticket booths before 9:30AM so that you can join the impatient visitors who make a mad dash to the nearest attractions once they open at 10AM. And that's exactly what we did. Tomorrowland (Space Mountain, Iron Man, Buzz Lightyear Astro Blasters in succession). Then off to Toy Story Land (Toy Soldier Parachute Drop, RC Racer Roller Coaster, Slinky Dog Spin) , then to Grizzly Gulch (Big Grizzly Mountain Runaway Mine Cars (my favorite!). So many more rides, so little time.Don't forget to watch The Lion King Show (various times), Philharmagic (4D), the Disney Characters Parade at 4:00PM, the Light the Night Parade at 8:00PM, and the Fireworks Display at 9:00PM.At P3,800  (HK$589), a one full day trip to Disneyland will always be worth every peso (or dollar) you pay.",True
                                       Fantastic experience!!! Must for families with children or group of friends.   Try to visit Hong Kong during winter.     ,False
"I have an awesome experience in Hong Kong Disneyland although I cannot play all the attraction. I reached HKDL around 11am and there are quite a number of people queuing at the security check and waited 10 mins. Maybe we visit weekday, we just waited 10 mins to enter the park. It was fast. Please make sure you go to Toy Story Land to play the attraction first. Because the waiting time for Toy Story Land is more than 60 mins. Then only go get the fast pass ticket for the Iron Man Attraction Hyper Space Mountain Winnie The Pooh attraction. Lastly, make sure you wait till the end to watch the fireworks, it was super nice.",False
"We love Hong Kong Disneyland. This is a much different than the Anaheim resort. The meal deal is an exceptional value and Space Mountain, StarWars edition is better at the Hong Kong Resort. Grizzly Gulch runaway train is the very best ride. We loved the Lion King live show and the other shows. The variety of foods should be available in Anaheim along with the discount senior admission. The customer service is amazing and the air conditioned waiting areas for the major attractions are amazing. It may be smaller but the customer service and prices makes this the best Disney Resort.",True
A lovely small Park with plenty of adventures waiting for young Children. My 4 year old and 3 year old sons haven't stopped talking about it since. Plenty to see and do with a good variety of World wide cuisines,False
"It was a an awesome experience, despite not riding everything due to a long queue which is normal in a leisure park. I so love the evening parade and the fire works. Except for food and water which are expensive.",False
"We went there on summer, and the heat just almost unbearable.The rides, however, really fun. And once the sun is down, the park feels much better.The rides: good, the ambience: nice. The food: great. The public facilities: well maintained. However, there are nothing more. Basically, just as expected from a Disneyland.",False
"We visited this place 10 years ago with our girls , most of it are the same except one or two new land ( like the Toy story ) .It was very hot becos it is summer , and everyone will look for a air conditioner cafe but there are not many plus it is Jam pack with loads of tourists. if you have young children , it is better to bring an umbrella with a portable fan for each child . Q up for rides and show is not really that long but for some famous ride , it will take up about half hour to an hour Q up time , sometime the area is not air condition so do remember to have water and some snacks for kids to keep them entertained .If you are travelling with young children , do remember when the last show ends , there will be a lot of them leaving together, so it will take up at lest half hour trying to go to their Disney train b4 changing to MTR , so your travel time to go home will now be at lest half more than your original time .",False
For kids who are looking for rides with a little thrill this place leaves a lot to be desired. Overall not a great place to visit but been there done that may apply.Food is expensive and service is lacking. Very difficult to find a young person smiling outside of the performers. The other thing is just a heads up. Many of the rides or exhibits that have voiceovers don't have great English. We could barely understand which detracted from the experience. Not complaining just worth noting if you are expecting all communication to be understood.The lines were not that bad but we went on a Friday.,False
"Disneyland is a fantasy for everyone, guess everybody read and watch about the stories and surely would like to see it in person. That's why everybody is excited about Disneyland. Especially those ones in Western World. However, the one in Hong Kong was too small to put everything together. Therefore they can only selected some themes they thought can attract more visitors. Unfortunately they failed. Once can compare with those one in France or US, You will found the one in Hong Kong is waste of time to visit, you will encounter only queuing but without fun. Further, you will be pushed to dine within the site and found they are robbing you. But in a while if you have nothing to do and have spare money in your pocket then you can tell your friends that you have been one more Disneyland.",False
It was truly a great experience. We had a 2 day pass. Iron man experience was the best enjoyed by my 14 year old son. Since it was july we were disturbed lot by rain. But still it was exciting. The Tarzan tree house and the raging river rides were quite a different experience. Monkey's philar magic was simply out of the world. I am truly left short of words to describe.,True
"Disclosure: I grew up near Walt Disney World (WDW) and have been there 100  times. I only recently visited the original Disneyland, and then a few days later visited Hong Kong Disneyland for the first time. Overall Impression: My husband and I really enjoyed this park, and it was our favorite when compared to Disneyland Anaheim or California Adventure. It's much smaller than WDW, but that is part of what makes it charming. Travel: We rode the Disneyland Express MTR, which was adorable. The Mickey windows and various Disney details on the train cars were adorable. That said, we opted for a cab on the way home to avoid the need for several trains. There is a cab area with clear designations about which cabs go to which parts of Hong Kong.Best Rides:Mystic Manor     I have a love affair with the Haunted Mansion, so I was surprised when I ended up loving Mystic Manor even more. One of the best rides I   ve ever done at any Disney park. There   s a lot of great story which is a nice bonus, but really the ride itself just really unique. I   ve never been on anything quite like it. It   s trackless, and the mansion just feels HUGE and grandiose in a way I wasn   t expecting. We loved it so much we rode it twice.Hyperspace Mountain     To be fair, we didn   t ride Space Mountain at Disneyland, in part because the Hyperspace Mountain elements were already removed from that one. But Hyperspace Mountain at HKD was AWESOME. There   s something to be said for rocketing off with Star Wars music blaring, and tie fighters and X Wings shooting all around you. So much fun we rode it twice.Big Grizzly Mountain Runaway Mine Cars     So many twists and turns with this coaster that were unexpected and a lot of fun. At first glance it looked like a Big Thunder Mountain copy cat, but it was SO much better than that.Iron Man Experience     This was a pretty classic simulator, but we enjoyed it quite a bit. Lots of fun, and not nearly as    jerky    as Star Tours. In fact, I thought the ride was pretty smooth and enjoyable, whereas a lot of simulators usually leave me feeling a little sick.Honorable Mentions: The Festival of the Lion King show at HDK. Not a ride, but a thoroughly enjoyable experience. I had never done this at Animal Kingdom, and with HK being so horribly hot and humid in summer, it was a perfect break. Food thoughts: We ate lunch in Tomorrowland. My husband got an Iron Man burger that actually had the Iron Man helmet logo on the bun. I got fried chicken, which came with little plastic gloves to keep your hands from getting messy. Never seen that before, but helpful!Lines and Crowds: We visited Hong Kong Disneyland on a Friday. We never waited more than 30 minutes for anything. For Hyperspace Mountain we walked right on the first time with barely a 5 minute wait. We did pass up some Marvel meet and greets due to 60 minute wait times though. Getting food at all three parks was surprisingly painless. No long lines for food and no stalking tables to find a spot to eat. ",True
Had my my kids 4th birthday here. Had 1 week to be around Hong Kong but made sure to spend majority of our stay here. Checked in the disney hotel and spent 2 nights. The best thing about disneyland is seeing your kid have an unlimited fun. That is priceless,True
"Loved, loved, loved this place! We visited as a family with my thirteen year old and I wasn't sure if he would be too old. This was a needless worry as he lost the teenage attitude immediately and to my horror, introduced me to his idea of roller coaster heaven.There's a wide range of rides to suit most children and in particular enough for young children to be happy (and the parents who don't like the scary rides).Note that you are not allowed to take food or drink into the park and bags are searched. Some of our party were turned away to dispose of this. I understand for commercial reasons that this is to encourage buying within the park.Each area is different   fantasyland, tomorrow and, adventure land. I recommend The Lion King show. The singing and visuals were superb.We visited on a day of very mixed weather and with very little notice, the afternoon parade was cancelled. My impression is that they readily cancel parades here if the weather isn't good. The evening parade and the fireworks more than made up for this though. It's very easy to get to and is part of Lantau Island. The MTR from Hong Kong stops at Sunnybay where you take the Disneyland express MTR to the park. Everything Disney starts here with the cut out Mickey Minnie windows on the train.We wished we had bought a two day pass instead of one day. There's only   5 difference in ticket price. I would definitely come back here on a future trip to Hong Kong.",True
We took our daughter here for her first Disney experience and she absolutely loved every minute.  We didn't get to go on as many rides as we would have liked.  The wait was just too long.  Buy your tickets in advance.,True
My daughter and I really enjoyed our day here. We were here from opening till closing time. The highlights were the parades and the fireworks. Park was really clean and tidy. Staff were friendly.,True
First of all speak to the locals in town at your hotel maybe as all employees at d land get free daily access to family and friends .that will save you at least half the fee .also make the local very happy also no queues.Secondly take a packed lunch or have a big breakfast for the price and quality of food and drinks you may as well go to the real one in USA.It's great for kids split into 2 groups as to see what everyone wants faster and no hanging around because one person wants to ride the train .etc etc etc .on the way back to hk stop of at kowloon area to see pet street with the real Mac oh. Eat around there and get a filling freash and tasty meal cheaply .or go and see the light show at eight or nine pm I think .please check.All in all a fun and tiring day take a buggy for the small one and sensible Sun hats and protection,True
Loved our first Disneyland experience! Amenities rides awesome! Especially loved the live Lion King show   a definite  not to miss .,True
"On the day, it was a choice of either Ocean Park or Disneyland. Unfortunately, for whatever reason, we decided to go to disneyland. Travelling there was pretty easy by MTR and rail. However, on the way, we were met by hordes of Chinese mainlanders, each going to the same destination. They are loud and rude and where there is a queue, they will certainly try to skip it. Sadly, this was the main theme throughout the day. After queuing at the entrance, and fighting off every single mainlander's attempt to jump the queue, we finally got in. The sun was shining and it was extremely hot. My advice is to take an umbrella or parasol with you to shade yourself, because there is very little shade indeed within the park. Queuing for the rides wasn't so bad. They are pretty fast, and you can select a time to return to save yourself some time. This is certainly what you must do for the more popular rides. The rides are generally suitable for children and even those who are afraid of rollercoasters can enjoy them without a fuss. But you must ensure that no one skips in front of you while queuing. Since there are no shades within the park, you are always on the lookout for a shop to relieve yourself with aircon. Although, there are some areas with aircon, there are also many shops that don't have it. I find it pretty cheap that they can't even turn the aircon on after you pay so much to get in.The food courts are jammed pack. You'd be extremely lucky to get a seat. The mainlanders all rush to get their food and the whole place is absolutely chaotic. It's probably the worse experience you will ever have. Fortunately, they serve the food pretty quickly and you don't have to wait long in the queue.By the end of the day, I was so knackered, I just couldn't move anymore. The heat, the exhaustion, the constant need to fight off queue jumping. Chinese mainlanders will not observe any etiquette and it got me completely mad. I cannot recommend this experience to anyone.",False
Cutely smaller in size but perfect for a day outing with kids (3 years   99 years) there is every thing for everyone. Do stay till the end to watch the parade and lighting crackers show,True
"This is the world's smallest Disneyland but still it manages to give you one of the best experiences of life. It caters to all age groups and hence it is great fun to be in. There is a lot to walk once you are inside so if you are travelling with kids make sure to get a pram. There are different shows as well like the Lion King show, etc. but they take place only at particular time points so make sure you plan accordingly and don't miss the shows. There are two parades which take place inside the park one in the afternoon at around 3 and the second in the evening at around 7, both of them are equally great, so one should try and attend both. The fire works show happens in the night at around 8:30 and that too is worth watching. It is recommended to keep yourself hydrated all day as it is pretty hot in the month of June in Hong Kong. An amazing overall experience.",True
"The month of July is not a very ideal time to visit Hong Kong. It was raining the day we arrived in Hong Kong and on the day that we are supposed to be visiting HK Disneyland, it rained 75% of the time. My little one whose 5 years old still was able to enjoy the Disney park special thanks to other Disney characters who bravely came out to Fantasy Garden to greet us despite of unfortunate rainy condition. The Disney Parade was cancelled and of course the fire works. We were disappointed but not that much, my little princess was still able to enjoy the tour at  It's a small world , which I believe is the second highlights of her very first visit to HK Disneyland. You can't really do anything if Mother nature wants to rain. BUT I can still try to come back next time with my little princess and I am hoping in December it'll be a different experience...a much more enjoyable and worth Disney vacation. I am still giving HK Disneyland a 5 star ratings because if it didn't rained, I know my little princess would have enjoyed the Disney tour. ",False
"Very easy to go there by train, even though you need to change it few times. Clean and friendly staff as in all Disneyland parks. Our kids are 12,10 and 5 and they really liked the attractions. Restaurants offer mainly Asian food but pizzas and burgers can be found too. If you visit the park during the rainy season, bring your rain poncho or buy it from the park (kids size 60 HKD). Fireworks in the end are worth of seeing. ",False
"We had a good time at DisneyLand. We enjoyed the fireworks the most. Do not miss it, it begins just after the park closes.",True
"We were super exited about going to Disney but we were a bit disappointed with the size of the park. This is the smallest Disney theme park but it's has expensive as the other theme park. They should sell their tickets for a bit less, it's quite expensive for a family. In all we had a great day, the parade and fireworks were magical. ",False
"Children and adults will enjoy this place, its called the happiest place on earth for nothing. But it rained really hard when we went there, and wearing the ponchos sold at the park makes you a person with wet pants and sweaty shirt.. its so humid hot wearing that rain ponchos lol. So either sweat or get wet from the rain. We only get to tried two rides and lined up for almost an hour under the rain for a picture with mickey and minnie mouse. The parade and fireworks was cancelled due to bad weather. Wish we had better weather as we could have enjoy the park more.",False
"As expected, high quality rides, shows, standards and expensive food and souvenirs! You don't do Disney every day so suck it up and enjoy. Had a great day!",False
It is very good for entertainment but small and do not go on weekends is very crowded. The food inside is very expensive and the staff it is not like us but is a good park and you will have fun,False
"The first Disneyland we ever visited. Beautiful, clean and a must see sightseeing in Hong Kong. Wait untill dark to see the lightshow.",True
"We had a lovely time at Disneyland Hong Kong! Not as big as Los Angeles Disneyland, but still get that wonderful Disney vibe! Happily spent 2 days here.",False
We went with our Kids ages from 10 to 21 the park is small and the rides are also for smaller kids. The show during the day was lots of fun and the evening show was amazing. For the rest not the most exciting park I have visited. ,False
"It is one of the famous amusement parks in Asia. Though not being as big as others in Asia owing to limited land in Hong Kong, it still has its peculiar feature, a fusion of Oriental and Western style.  It is worth seeing",False
We spent the day here despite the on off rain. Light show at the end of the day is fantastic. Love the characters road show. Rides queue can be awfully long. Would suggest to get the express pass.,True
"Disneyland is a fabulous place to visit and without doubt a family orientated place, but highly commercialized to the point of you spending more time shopping that enjoying the park. Be ware very expensive.",True
I went on a fairly rainy day but it was still fun. Toy Story land is really good. The Small World palace is incredible. It's fairly small compared to the American Disney places but it was still cool.,False
This is a small Disneyland but there is more than enough to do for a full day there. Lots of good rides and shows. I don't understand why they open the gates at 10am but then make everyone stand in the sun until 10.30 before you can go to the rides.,False
"I would recommend pre purchasing tickets online, showing up early, and going during the week and non school holiday periods to beat the crowds. If you're lucky to get a day where it's quiet, there are barely any lines which makes for a much better experience.It's one of the smaller Disneylands so you can definitely see most of it in one day. There are plenty of rides for all ages. Make sure you read the guide at the beginning of your day and plan your day well to see as many performances as you can.The food is terrible and overprice but that always happens with theme parks. Remember to pack some extra water and snacks to sustain you throughout the day. Make sure to bring lots of money because everything is so cute and you will probably end up buying lots of souvenirs.If you're going to Hong Kong then definitely set aside a day to visit Disneyland. You can't help but be happy when you hear the music they play throughout the place.",True
"It's easy to go by MTR. We arrived at 10.30 am (opening hour) on Monday, but there's a lot of people in lines in front of the entrance. We already had tickets so it helped a lot. The weather was very hot, but our 2 kids, my grandsons, 6 and 2 years old, had a lot of fun. We stayed there until 7.30 pm.",False
"I've never been much of a theme park person. I enjoy them, but prices and long lines often keep me away. When my wife bought me and two of our (older) kids tickets to Disneyland, though, we embraced the chance to go, and it was a wonderful experience for which we are and will remain grateful. Due to some time constraints we got to enjoy five rides, namely the Iron Man Experience, the Runaway Mine Carts, the Mystic Manor, the Toy Story Parachute Drop and the Toy Story RC racer. As long as the lines we had to endure were, it was still time well spent. We particularly enjoyed the Mystic Manor and the Disneyland HK exclusive Iron Man Experience, which we rode before anything else. As virtual 4 D rides go, it was a topnotch experience, though the more traditional rides were also quite enjoyable. The staff were very friendly and very helpful, and the food, while pricey, was nonetheless good, with a good range of variety (East Asian and Southeast Asian cuisine), and generous servings. The layout of the place is very friendly and easy to cover by foot so it shouldn't even be that hard for small children to get around, though given the size of the crowd it's really advisable to keep an eye on smaller kids.I can definitely see myself going back, perhaps when my younger kids are big enough for the rides.",True
"A magical place not only for kids but for all young at hearts. It's every child's dream to visit this amazing park. It's really the happiest place on earth. A fun and enjoyable place for families. Be sure to watch the parade and the fireworks. Definitely, a place to visit again.",True
This is probably the smallest of the Disney Parks. You can easily complete all the rides in a day. No that crowded during the week and even at weekends it was tolerable. The overall customer service is in par with other Disney Parks. Only if they expand it sooner to make it much more exciting! ,False
Not exactly my type of theme park. Queues were too long. Came on Friday and Saturday. On average i spend about 30 to 45 minutes to every ride or shows. Shows and parades were good. Some shows were in cantonese. Not many rides. My first time here and probably be my last. ,False
"It started off as a day for the kids to have fun, but we (adults) enjoyed as well. The parade and the fireworks were excellent.",True
"Hong Kong Disneyland is good. It's a good place for both kids and adults. If you buy the packet tickets you will have the discount for food in Disneyland, and you can have small gift from the shop. Kids love this place.",True
Initially we thought it is only for kids. But there are lot of activities which Adults also can enjoy. First READ the ACTIVITIES list before proceeding otherwise you may miss couple of things. Must watch the Fireworks @ Night...and Parade.,True
"And the highlight of our trip is going to Hong Kong Disneyland, So we traveled form our hotel to Disneyland via train and when we reach there the nonstop photo taking started. I went back to my childhood, I have seen Mickey and Minnie and every Disney character that I liked. so just enjoy the whole theme park and go to the every ride that you can take. And for the ticket we purchased it in the airport, our ticket had a meal coupon already so that when you get there no need to worry for the food and by the way outside food is not allowed inside the theme park.",True
"Good. This travel destination is large. This entertainment park has a castle of Disney. This park is clean and comfortable, the visitors musn't bring foods and drinks into the park. The ticket isn't too expensive or cheap. There are Disney souvenirs here. I recommend the travelers in Hong Kong visit this park. Very OK.and I have fun here.",True
"Our daughter had never been to a Disneyland so it was a special treat to go there while in Hong Kong. It was a long MTR ride from Wanchai  Kowloon area and we had to stand all the way until we connected with the Disney train at Sunny Bay. That train was cute with Mickey shaped windows and handles to hold.Yes we got to have a photo with Mickey and Minnie which was our main goal! The queue was lng and it poured with rain while we were in the queue but we persisted.The street parade was fun, but our highlight was the Lion King show. It was amazing! Top quality performance.As we live on the Gold Coast, Australia where we have four big theme parks, I would have to say that their rides are better, but overalll it was a fun day and gave a touch of Disney that had been missing in our daughter's life.You can take food and drink into the park, they do bag checks but just to check for weapons dangerous items.",False
"Disneyland Hong Kong (a Thursday in June 2017) from the Royal Plaza Hotel in Mongkok was easy to get to by MTR (purchase an Octopus card). It was about a 35min ride. It was about $75 US dollars for 1day admission (tickets purchased at the park). The one day pass is enough to see most of the park. It was a very hot sticky day. I suggest a lot of sunscreen, dri fit clothes, a cooling towel, water, and an umbrella (especially its typhoon season and you never know when it will rain). It says online that a selfie stick is not allowed but we saw many with them. You can bring your own water, but no canned or glass bottles. There is security check. The staff or cast members as they are called, are not so friendly as SoCal Disney and Disneyworld Florida. They have  Western  bathrooms and they have seat covers and toilet paper (if you have ever been around China, you know why I mentioned this). They also take Visa charge cards. It is about a third of the size of Disneyland SoCal. We got there about 10:30am. The park is sectioned off similar to Disneyland SoCal, Tomorrowland, Fantasyland, Adventureland are a few familiar areas. The Disney Characters do not walk around the park. On Main Street, they have a couple of designated areas that they give guest picture opportunities. I don't blame them, who would want to walk around in that costume in weather such as Hong Kong. The Winnie the Pooh ride had a really long line, which is ironic because the Winnie the Pooh ride in California has the shortest line. We decided to skip this ride. Grizzly Gulch seems to be the most thrilling compared to the other rides. Mystic Manor was my favorite ride, but then again I'm not big on rollercoasters. Ironman was a good ride too. The lines for the other rides are not too long, about 30 minutes wait. The shows are great, especially Lion King (A C was heaven). The park seemed to get a little busier at around 5:30pm. We guess the locals are off work. We stayed right before the park closed (10:30am  8pm). The park hours that day was 10 9pm) we didn't want to wait till after the ending parade then we would be with a large crowd on the MTR (watch out for pickpocketers). We had a good time. ",True
Tip: Ask for a Senior ticket if you qualify as it is a quarter of the price of a child's ticket.  I wanted a photograph with a Storm Trooper but he turned his back on me and ssid that he was on patrol!  Very in Disney,False
Spent two days there and loved it.  From having breakfast with the characters through to the parade and fireworks at night and the place was wonderful. I would truely recommend visiting especially if you have young kids,True
It is nice   for half an hour before it becomes overcrowded. Should be covrr for sun.  Unfortunately.,False
"Great day out, so clean and didn't wait more than 30 mins for anything midweek. Exact replica of LA, EURODISNEY etc. such good family fun even the 16yr who wasn't keen as felt too old now actually had fun!",True
"We went to spend the day at disneyland to celebrate our baby boy's 1 year birthday. It was very hot, but fun fun fun! Loved visiting all the different themed areas, Toy storyland, the parade, the lion king show were amongst my favorite. The ending fireworks were the best, i truly recommend it! The perfect touch to finish a magical day. We thank all the staff for making our day so memorable! We will come back for more next time. ",True
Disneyland Hong Kong is an amazing experience for the whole family.The train mrt was so easy from Kowloon and hassle free.The rides were great the street shows and fireworks were amazing.The food was good and prices were reasonable.A memorable experience had by the whole family100% recommend,True
A general opinion that this place is for kids.But it's fun for all ages.The parades were lovely.You relive your childhood with the characters.Fireworks were awesome.,True
What an exciting experience. It's perfect for all the family. Kids and Adults alike. Expect long lines for some rides though. Wise to take your own packed lunch and snacks if you can. Avoid the fast food outlets but I highly recommend some caramel popcorn. Fireworks and parade are worth the late night. Enjoy! ,True
I have been to Disney World in Florida once and Disneyland in Californis numerous times. Both are world class entertainment facilities for young and old alike. Hong Kong`s version is a bad joke and a total rip off. Save your money. For this style of entertainment go to Ocean Park on Hong Kong Island. It is light years better.,False
Disneyland Hong Kong is the best place for family vacation. We can see the superb fireworks at night.,True
"Highly recommended place for families with all ages. Don't miss the shows and parades they are essential part of the Disney experience.Great quality of the available rides.Lots of interesting souvenirs can be found here from clothing, toys, accessories jewelry, sweets  cookies ...etc.The Marvel super heroes summer events in 2017 is another plus.I can't compare it to the other Disney lands, as I haven't been in any of them yet, however, it's a worthy place to visit if you happened to be in Hong Kong.I would suggest to the park management to consider having more halal food items (even though it exists; more variety would be better)",True
Hong Kong Disney is fabulous ! It's smaller than other parks but less busy and we got on every ride ! The longest we waited was 15 minutes. I met Tinkerbell and Elsa and they were perfect. It was rainy to start so no one else was there but the weather cleared up and we walked the entire park 3 times. The food was delicious I had butter chicken and it was amazing !! ,True
"I go to the the Disneyland Resort in Anaheim, CA very often (I am an annual pass holder) so I was very excited to visit Hong Kong Disneyland. I was very happy with what they have at HK Disneyland. Hyperspace Mountain is my favorite ride in Anaheim so I was very happy to find out that the one in HK was very similar and just as entertaining. I also loved the Iron Man ride in HK Disneyland. It is very similar to the Star Tours version that they have in Anaheim. The snacks there are quite pricey but my cousin and my sister were very happy to find snacks that were good. My sister got the Korean squid that you can purchase around the park and that was very good. I got the churro sundae in Toy Story Land and I really liked it. Especially because it was so hot in HK. Another ride that me, my sister and my cousin liked was the Grizzly Bear Mountain Cars ride. It is a great ride and should be one that everyone aims to go on. It was a good trip, don't forget to drink a lot of water. The train ride to the park is very convenient. I look forward to going again!",True
"A Disney experience with a China twist, like every Disney Park, it is crowded, just more so here but the nice thing is the people are much more friendly and very interesting to talk to while on line.",False
Remember to get fastpass (is free of charge) at certain attractions to cut short your waiting time. AND stay for the amazing fireworks at 9pm! Please be there early to get a good view.,False
"I thought it's only for kids.   But no, it's such a happy place for any age. Enjoy in the fun of love of disney, with all it's parade, attraction and all.",True
Enjoyed my day from morning till 9 pm. Maximized the visit since it's quite expensive entrance ticket.  Get online promo for ticket and meals if possible (meals are very expensive),False
"I spent 1 day full for visiting this place because this place offers fun and great times. My favorite ride is toy story land and the mystic manor! This place is suitable for children until adults. I suggest to buy a 1 day full ticket including free meal for each person because it saves a lot of money! For the transportation i suggest you to take a fast train (disneyland train) from your nearby station, it quite far so be ready for transit and stops. But overall isn't hard to follow the map!  Hope you enjoy your trip!!",True
"Hongkong Disneyland is just a must see destination especially for families and parents with kids. I was never a fan of rides and amusement parks, but Hongkong Disneyland somehow captured the kid in me. Lol. We had a great time enjoying the rides and the shops were captivating and irresistible. You just want to buy those souvenirs and take them home. But just a tip though  make sure to check the weather prior to your visit. It rained when we went there so it's best to bring a raincoat, especially for kids. The food are bit pricey but there are lots of choices when it comes to dining. Also, make sure to stay till 8pm to watch the parade and the fireworks! It was truly magical!",True
This was our first  Disneyland  experience. My 5 year son enjoyed every bit of it but was exhausted by the end of day because of his over excited parents behaving like kids and doing ride hopping without a break. For all of us this was the first visit to Disney and we wanted to cover each and every attraction. By the end of first day we realised that there is just too much to see in just one visit even with a 2 full day park access. However we had a ball of a time and this visit motivated us to visit the disneyland in paris a year later,True
"Visited Hong Kong Disneyland today and had a real good time. Iron Man ride was great along with Hyperspace Mountain. Mystic Manor was my favorite. The Disney staff was great and also friendly cant say the same for some of the rude patrons you will meet but all in all it was a great time. I will say it is brutally hot and humid in HK but while there were lines, there are also lots of shade and fans to add some relief. The indoor rides has ice cold air conditioning to give your body the respite it need to keep on going. Get fast pass. The lines build up quick.",True
I love Disney land because there is everything you need to have fun! There is yummy food amazing rides. I would recommend this place to tourists.,False
"Absolutely loved it here, great day for adults and kids alike. Lots of places to eat. Queues can be a little long so either get there early or attempt to get some queue jump tickets which are given out. Alot to do in one day so maybe spread over two days. We took the train straight there which was affordable. From the Island it took maybe an hr or so after changing over lines.",True
Nice....though I feel you have done a few disneylands they loose their appeal...was visiting one after almost a decade so was fun to see my son enjoy...loved the parade (which is much more hi tech than when we were young) and the fireworks,False
"We loved every minute at Disneyland. Everyone was very polite & helpful, the rides were fun, the complex was clean & tidy & well signposted. All rides & shows are included in your admittance, which is very cheap if you are an Elder (over 65).",True
This was our second time at Hong Kong Disneyland.Our son is older so we went for two full days. Purchased the tickets online from their website. They were easy to pick up and avoided the lines. Saved a bit too. The newer rides are a great addition,True
Put on your hat and bring your umbrella if you are visiting the park in summer time. Don't miss their parades and fire work.,False
All the great features and attractions of a Disney park except the park is newer than most so the rides are smooth and better built. Great time for families!,True
"We had visited 2 days for HK disney land, this place is amazing and makes you feel like a kid. the Parade is excellent afternoon and evening, lastly dont ever miss the fireworks amazing.",True
