Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
38830,724.363,253.4957437,195.3429245,1.297696061,0.637323375,39225,222.3508298,0.761193445,0.989929892,0.929961003,0.877138316,0.006528348,0.002383721,0.769371626,0.998410529,SEKER
47919,815.389,306.3850795,200.2312465,1.530156181,0.756902289,48422,247.0068132,0.802703653,0.98961216,0.905707395,0.806197265,0.006393812,0.001666115,0.64995403,0.994531177,SIRA
50961,869.395,348.3741536,187.1450483,1.861519483,0.843457723,51616,254.7264424,0.69075309,0.987310136,0.847253807,0.731186398,0.006836093,0.001205314,0.534633548,0.995230766,SIRA
37354,720.973,274.5369228,173.7113108,1.580420535,0.77436188,37720,218.0839058,0.700352482,0.990296925,0.903044135,0.794370038,0.007349599,0.00180524,0.631023757,0.997282904,DERMASON
75698,1058.905,415.3089974,233.4139571,1.779280908,0.827120379,76255,310.4540015,0.773367661,0.992695561,0.848360172,0.747525345,0.005486393,0.001056745,0.558794141,0.994251747,CALI
67422,987.36,384.0268967,225.8931572,1.700037759,0.808699332,68542,292.992076,0.762433563,0.983659654,0.869081364,0.762946758,0.005695869,0.001190465,0.582087756,0.989571164,CALI
67666,1005.38,345.8977452,250.2063846,1.382449716,0.690477767,68744,293.5217659,0.731935791,0.984318631,0.841239943,0.848579587,0.00511184,0.001635036,0.720087316,0.995484505,BARBUNYA
26228,596.962,216.9663513,154.2756388,1.406355228,0.703133457,26582,182.7416941,0.705053763,0.986682718,0.924872072,0.842258226,0.008272318,0.002567959,0.709398919,0.997666879,DERMASON
39688,750.145,287.8652303,177.0917122,1.625514976,0.788379151,40257,224.7939747,0.666801075,0.985865812,0.886295696,0.780900057,0.007253206,0.001663763,0.609804899,0.991246995,DERMASON
35155,687.569,254.8417269,175.7984388,1.449624517,0.72396776,35502,211.5673325,0.733236,0.990225903,0.934467907,0.830191096,0.007249089,0.002124103,0.689217256,0.999106231,DERMASON
42450,828.116,347.9515245,156.4693657,2.22376772,0.89318608,42820,232.4844482,0.609388458,0.991359178,0.777866749,0.668151831,0.008196738,0.001007677,0.446426869,0.992749662,HOROZ
30653,656.694,231.9270963,169.4642245,1.368590315,0.68272133,31156,197.556604,0.740732686,0.983855437,0.893216532,0.851804757,0.007566212,0.002457076,0.725571345,0.993009915,DERMASON
44371,787.146,296.3200136,191.1799334,1.549953535,0.764030074,44868,237.6865832,0.777293112,0.988923063,0.899908792,0.802128011,0.006678236,0.001705361,0.643409346,0.997254591,SIRA
50024,891.268,374.2680755,170.7358507,2.192088387,0.889884457,50626,252.3738001,0.714628571,0.988108877,0.791355549,0.674312923,0.00748177,0.000954179,0.454697919,0.996738027,HOROZ
40454,763.262,284.4584292,182.0710321,1.562348639,0.76832326,40915,226.9529302,0.772937445,0.988732739,0.872617769,0.797842169,0.007031651,0.001757539,0.636552127,0.994516349,SIRA
78569,1157.905,411.0149212,244.2806477,1.682552118,0.804217405,80496,316.2865122,0.669572702,0.976060922,0.736402461,0.76952562,0.005231261,0.001131562,0.59216968,0.99635635,BARBUNYA
42431,778.43,297.233562,182.626619,1.627547854,0.788978148,43023,232.4324141,0.747235137,0.986239918,0.879941907,0.781985764,0.007005104,0.001615808,0.611501735,0.995248337,SIRA
26724,605.805,223.6799618,153.1847776,1.460197059,0.728694342,27029,184.4615233,0.691185599,0.988715824,0.915051675,0.82466718,0.008370003,0.002387922,0.680075958,0.993044914,DERMASON
30351,660.466,243.3848931,159.1468213,1.529310426,0.756590079,30818,196.5810098,0.705017422,0.984846518,0.874343202,0.807696021,0.008019007,0.002105194,0.652372863,0.997680621,DERMASON
46516,816.113,305.7320331,194.0778224,1.575306386,0.772678835,47041,243.3639469,0.688575066,0.988839523,0.877630351,0.796004084,0.006572621,0.001627719,0.633622502,0.998149574,SIRA
68456,1021.462,393.3877979,223.1710944,1.762718415,0.823507361,69252,295.2302259,0.818283966,0.988505747,0.824473979,0.750481402,0.005746579,0.001124473,0.563222334,0.99280238,CALI
32799,674.253,247.4037847,169.041895,1.463564903,0.730172196,33170,204.3550436,0.727250554,0.988815194,0.90661874,0.825998049,0.007543028,0.002165916,0.682272778,0.998550492,DERMASON
43314,792.262,302.6735269,182.6473133,1.657147436,0.797403405,43769,234.8384501,0.691541335,0.989604515,0.867162531,0.775880377,0.006987891,0.001562086,0.601990359,0.99758678,SIRA
39375,746.118,271.9917683,184.9159144,1.470894321,0.733343321,39868,223.9057996,0.79091676,0.987634193,0.888823229,0.823208,0.006907727,0.001956831,0.677671411,0.99678303,SIRA
35615,692.536,233.0035907,195.2246498,1.193515219,0.54588345,36004,212.9470037,0.74334196,0.989195645,0.933164276,0.913921554,0.006542288,0.002815432,0.835252607,0.996886698,SEKER
24056,568.914,200.9852743,152.6078737,1.317004618,0.650742163,24406,175.0115724,0.779874214,0.985659264,0.933985291,0.870768135,0.008354892,0.002962993,0.758237144,0.998601821,DERMASON
32853,662.223,238.1110673,176.1123771,1.352040505,0.673021617,33202,204.5231986,0.720460526,0.989488585,0.941404732,0.85894033,0.007247772,0.002433528,0.73777849,0.997506402,DERMASON
74727,1064.7,404.4919384,237.4490424,1.703489449,0.809564929,75848,308.4564336,0.774919114,0.985220441,0.828386291,0.762577457,0.005412929,0.00112914,0.581524377,0.990620641,CALI
40234,760.325,277.2965658,186.0181077,1.490696627,0.741613597,40724,226.3349726,0.789645156,0.987967783,0.874590054,0.816219891,0.006892095,0.001886947,0.66621491,0.993124319,DERMASON
77043,1083.127,409.9881519,242.6333065,1.689743909,0.806080683,78995,313.199927,0.76544694,0.975289575,0.82524763,0.763924337,0.00532155,0.001117942,0.583580392,0.986101413,CALI
35368,692.123,256.012242,176.3743858,1.451527334,0.724828355,35704,212.2072954,0.798735321,0.99058929,0.927798792,0.82889511,0.007238528,0.002107795,0.687067103,0.99729668,DERMASON
32384,657.952,238.5483358,173.0861476,1.378205818,0.688136735,32711,203.0580937,0.755840822,0.990003363,0.940052118,0.851224105,0.007366241,0.00238562,0.724582478,0.998623787,DERMASON
29230,636.062,228.9689212,163.0382474,1.404387773,0.702124655,29603,192.9165413,0.726608333,0.987399926,0.907903684,0.842544658,0.007833353,0.002435001,0.7098815,0.996948898,DERMASON
38426,711.412,246.6966084,198.5557555,1.242455087,0.593467347,38799,221.1911001,0.752094261,0.99038635,0.954097306,0.89661184,0.006420044,0.002559385,0.803912792,0.998825538,SEKER
33795,690.578,256.3516827,168.1214356,1.5248007,0.754914333,34246,207.4346413,0.701869159,0.986830579,0.890505974,0.809179948,0.007585491,0.00200606,0.654772188,0.998397091,DERMASON
60090,979.426,375.6817187,207.4573168,1.81088681,0.833701324,61492,276.6025384,0.814227642,0.977200286,0.787170501,0.736268295,0.006251984,0.001133293,0.542091002,0.981665445,HOROZ
42424,764.122,283.9210072,190.6191729,1.489467208,0.741112365,42872,232.4132407,0.785949831,0.989550289,0.913053174,0.818584165,0.006692462,0.001853613,0.670080036,0.99806224,SIRA
146618,1460.102,551.0396701,340.3802019,1.618894598,0.786409556,148342,432.0646197,0.815631954,0.988378207,0.864232837,0.784089863,0.003758336,0.000876272,0.614796914,0.995291403,BOMBAY
36661,689.743,229.3600251,203.7763392,1.125547872,0.458961391,36979,216.0514637,0.785200257,0.991400525,0.968366078,0.941975236,0.00625624,0.003038443,0.887317345,0.99871815,SEKER
51119,898.581,369.8619266,177.1110207,2.088305545,0.877892846,51708,255.121015,0.64423804,0.988609113,0.795568814,0.68977366,0.007235312,0.001010331,0.475787703,0.993590098,HOROZ
27769,614.255,228.9263098,154.7434945,1.479392142,0.73694446,28072,188.0334782,0.71754522,0.989206327,0.924852988,0.821371202,0.008243952,0.002314585,0.674650651,0.998072872,DERMASON
39657,798.425,331.2468658,152.89654,2.166477186,0.887099197,40152,224.7061651,0.789665472,0.987671847,0.781738439,0.678364653,0.008352797,0.0010911,0.460178602,0.996966443,HOROZ
62338,1029.433,412.7213466,193.859331,2.128973336,0.882820789,63076,281.7289597,0.58853852,0.988299829,0.739207827,0.682613008,0.006620702,0.000886711,0.465960518,0.992017519,HOROZ
43894,783.953,288.5641455,195.4823109,1.476165,0.735586282,44524,236.4055341,0.794001664,0.985850328,0.897501061,0.819247775,0.006574114,0.001826746,0.671166917,0.990753112,SIRA
57055,937.369,367.3171818,205.6747948,1.785912475,0.828534609,59620,269.5267746,0.664442348,0.956977524,0.815985423,0.733771214,0.006437949,0.001151251,0.538420195,0.961571343,HOROZ
41955,765.642,292.8365735,183.204409,1.598414444,0.78012797,42360,231.1249989,0.694216927,0.990439093,0.899377651,0.789262748,0.006979778,0.001670736,0.622935686,0.995709398,SIRA
54677,911.022,308.8539034,226.3985709,1.364204298,0.680198424,55858,263.8501821,0.753012629,0.978857102,0.827859835,0.854287996,0.005648699,0.001855861,0.729807979,0.995607182,BARBUNYA
40150,722.163,251.2671837,203.6652507,1.233726337,0.585665946,40443,226.0985797,0.765855985,0.992755236,0.96744202,0.899833302,0.006258211,0.002530919,0.809699972,0.99894818,SEKER
80856,1106.265,432.7253831,239.6112184,1.805947927,0.832699054,81929,320.8567541,0.736541019,0.986903294,0.830240227,0.74147893,0.005351803,0.000997873,0.549791004,0.992893923,CALI
36768,699.477,244.34699,191.6975467,1.274648498,0.62009085,37178,216.3665214,0.781732364,0.988971973,0.944350019,0.885488793,0.006645643,0.002520281,0.784090403,0.999439655,SEKER
43752,769.631,276.4439767,202.4861281,1.365248964,0.680802389,44197,236.0228306,0.767848368,0.989931443,0.928202363,0.85378178,0.006318431,0.002070983,0.728943329,0.995189124,SIRA
48495,846.321,323.4666807,193.2019193,1.67424155,0.802028787,49376,248.4869246,0.695807507,0.982157323,0.850817851,0.768199445,0.006670104,0.001432875,0.590130388,0.988020815,SIRA
43150,788.215,294.72321,187.6463242,1.570631406,0.771122655,43975,234.3934435,0.690289554,0.981239341,0.872772941,0.795300253,0.006830202,0.001685535,0.632502493,0.993428279,SIRA
33113,683.142,258.2891098,163.5512757,1.579254632,0.773979945,33501,205.3309062,0.760274602,0.988418256,0.891633587,0.794965403,0.007800233,0.001921676,0.631969992,0.998041537,DERMASON
70349,1024.836,398.4616319,227.0425318,1.755008759,0.821784979,71191,299.284361,0.828414979,0.988172662,0.841703333,0.751099572,0.00566407,0.001111984,0.564150566,0.990089185,CALI
46324,808.065,291.8019271,203.0235359,1.437281278,0.718276238,46863,242.8611716,0.6906093,0.988498389,0.891504057,0.832280904,0.006299152,0.001864411,0.692691503,0.995592528,SIRA
44111,790.752,301.2185767,187.2377707,1.608749002,0.78333402,44655,236.989176,0.785830082,0.987817714,0.886494753,0.786768129,0.00682865,0.001613993,0.619004089,0.99582221,SIRA
75110,1074.352,424.1143226,228.3982529,1.856907035,0.842606387,76851,309.2458928,0.773500577,0.977345773,0.817738476,0.729156919,0.005646576,0.000984575,0.531669813,0.987261415,CALI
43796,799.068,299.6133411,187.5142577,1.597816319,0.779940102,44443,236.1414811,0.692011124,0.985442027,0.861939599,0.788154093,0.006841112,0.001628362,0.621186874,0.992542525,SIRA
48885,897.492,363.8021625,171.9422437,2.115839334,0.88126328,49642,249.484098,0.599080882,0.984750816,0.762648309,0.685768595,0.007442,0.001015266,0.470278566,0.995033889,HOROZ
62821,998.256,348.3495134,230.7214201,1.509827363,0.749214551,64071,282.8182834,0.779368526,0.980490393,0.792192727,0.811880805,0.005545113,0.001486138,0.659150442,0.995203374,BARBUNYA
43204,781.451,263.3512758,209.8816264,1.254760983,0.604026104,44006,234.5400633,0.729181435,0.981775212,0.88905846,0.890597786,0.00609553,0.002365471,0.793164417,0.995231764,SEKER
89440,1183.885,479.1343769,241.0775361,1.987470026,0.864197791,91072,337.4589529,0.690635038,0.982080112,0.801904441,0.704309624,0.005357048,0.00081313,0.496052047,0.985888574,CALI
43634,775.132,298.9581612,186.9380099,1.599236888,0.780385879,44262,235.7043366,0.797929925,0.985811757,0.912606502,0.788419141,0.006851496,0.001633029,0.621604742,0.994093233,SIRA
35085,693.747,245.9349428,181.8560113,1.352360811,0.673214081,35658,211.3565931,0.735457499,0.983930675,0.916070945,0.85940042,0.007009689,0.002358635,0.738569081,0.998811881,SEKER
26264,599.479,221.7402597,151.2012457,1.466524026,0.731459863,26596,182.8670648,0.800682885,0.98751692,0.918380778,0.824690406,0.008442745,0.002408947,0.680114266,0.997403912,DERMASON
36036,707.877,257.4892336,178.4630961,1.442815009,0.720851497,36443,214.2019146,0.798316349,0.988831874,0.903713643,0.831886878,0.007145333,0.00211086,0.692035777,0.998479607,DERMASON
45104,793.366,304.7796622,189.1736986,1.61111013,0.784056046,45585,239.6418086,0.78567447,0.989448283,0.900487634,0.786278871,0.006757265,0.001593152,0.618234463,0.996043805,SIRA
68513,1015.202,359.0803258,243.5444419,1.474393433,0.734835829,69406,295.3531123,0.816710177,0.987133677,0.835368162,0.82252658,0.005241054,0.001479783,0.676549975,0.99750084,BARBUNYA
40786,783.499,295.3492484,177.0629936,1.668046171,0.800371918,41318,227.8823119,0.72746406,0.987124256,0.834918503,0.771568958,0.007241437,0.001583082,0.595318657,0.993019007,DERMASON
57436,897.247,337.8745209,217.0157487,1.55691245,0.766455951,57931,270.4251957,0.778518759,0.991455352,0.896540723,0.800371673,0.005882626,0.001489079,0.640594816,0.997350044,SIRA
54878,943.81,384.4567977,182.5230479,2.10634658,0.880117632,55627,264.3347116,0.641397849,0.986535316,0.774174728,0.687553746,0.007005663,0.00096573,0.472730154,0.995733543,HOROZ
29270,643.25,245.0946384,152.4239541,1.607979795,0.783097968,29649,193.0484951,0.690818976,0.987217107,0.888941122,0.787648789,0.008373578,0.001988022,0.620390615,0.997575574,DERMASON
30173,646.892,236.7537083,162.9183475,1.4532047,0.72558334,30612,196.0037162,0.828678147,0.985659219,0.906076353,0.827880237,0.007846542,0.002273674,0.685385688,0.996005702,DERMASON
41221,752.069,280.1574226,187.5944676,1.493420495,0.74271851,41590,229.0943196,0.722111275,0.991127675,0.915826091,0.817734249,0.006796473,0.001874615,0.668689302,0.998634309,DERMASON
131488,1368.233,485.8925009,345.6212635,1.405852452,0.702876202,132905,409.1646628,0.793367686,0.989338249,0.882624263,0.842088861,0.003695337,0.001146214,0.70911365,0.996909164,BOMBAY
45320,803.555,302.5886455,191.5670753,1.57954411,0.774074871,45915,240.2149374,0.779927032,0.987041272,0.881999928,0.79386633,0.006676713,0.001635807,0.63022375,0.995466212,SIRA
47338,842.469,340.3162877,178.3323162,1.908326516,0.851706365,47798,245.5048137,0.700276631,0.990376166,0.838131013,0.721401892,0.007189072,0.001201052,0.520420689,0.993132601,HOROZ
56248,925.453,330.3764438,218.0510188,1.515133686,0.751258776,57157,267.6138597,0.825295283,0.984096436,0.825293099,0.810027061,0.005873568,0.001559839,0.656143839,0.994145633,BARBUNYA
45740,804.596,311.5261914,187.7025185,1.659680402,0.798099524,46220,241.3254582,0.682197828,0.989614885,0.887871848,0.774655438,0.006810804,0.001512908,0.600091047,0.995959351,SIRA
51737,838.558,294.5472348,224.105394,1.314324611,0.648931252,52387,256.658517,0.740687187,0.987592342,0.924580848,0.871366242,0.005693164,0.002024587,0.759279127,0.997939244,SEKER
35281,686.517,249.46266,180.2449068,1.384020578,0.691336841,35591,211.9461356,0.771945563,0.991289933,0.940693533,0.849610661,0.007070737,0.002272606,0.721838276,0.999039028,DERMASON
29122,631.487,231.8468893,160.1434529,1.447745038,0.723113376,29507,192.5598141,0.724536,0.986952249,0.917703172,0.830547327,0.007961228,0.002336778,0.689808862,0.998667357,DERMASON
42651,755.515,270.9975279,200.552465,1.351255034,0.672548832,43001,233.0342031,0.784256399,0.991860654,0.938972557,0.859912653,0.006353838,0.002143055,0.73944977,0.999185224,SEKER
33954,716.75,277.3684803,156.3563259,1.773951126,0.825970469,34420,207.9220419,0.799481987,0.98646136,0.830549278,0.7496239,0.008168949,0.001591181,0.561935991,0.996846984,HOROZ
54942,935.192,385.795502,183.2918645,2.104815197,0.87993122,55627,264.4888033,0.69809283,0.987685836,0.78942843,0.685567359,0.007021869,0.000956826,0.470002603,0.989268622,HOROZ
38701,718.151,248.2347968,199.6790345,1.243169056,0.594093726,39125,221.9811785,0.764600126,0.989162939,0.942975723,0.894238766,0.00641417,0.00253008,0.799662971,0.994116262,SEKER
42701,782.092,292.2659628,186.6342953,1.565982084,0.76955801,43179,233.1707567,0.807400684,0.988929804,0.877267868,0.797803325,0.006844476,0.001710422,0.636490145,0.996732163,SIRA
42178,746.834,271.3366348,198.1780316,1.369155968,0.683044265,42484,231.7384248,0.745260182,0.992797288,0.950271456,0.854062427,0.006433132,0.002111352,0.729422629,0.998693345,SEKER
26464,597.198,219.6286216,154.021151,1.425964033,0.712885978,26774,183.5620094,0.788135088,0.988421603,0.932456676,0.835783643,0.008299147,0.002497978,0.698534298,0.996084784,DERMASON
47760,817.968,300.7705221,202.8335896,1.482843757,0.73838457,48238,246.5966761,0.802230658,0.9900908,0.897018819,0.819883127,0.00629754,0.001755329,0.672208342,0.996779943,SIRA
32870,655.512,220.3581629,190.0206598,1.159653709,0.506352834,33198,204.5761077,0.781242573,0.990119887,0.961276389,0.928379984,0.00670393,0.003071937,0.861889394,0.999493233,SEKER
35062,701.948,223.2641008,200.2523714,1.114913642,0.442171641,35579,211.2873042,0.778740227,0.985468956,0.894204122,0.946355923,0.006367694,0.003150504,0.895589533,0.998504989,SEKER
40846,737.982,257.3563132,202.3259564,1.271988616,0.61800959,41230,228.0498683,0.77744152,0.990686393,0.942470703,0.88612502,0.006300649,0.002396321,0.785217552,0.998787787,SEKER
79569,1096.596,371.6703988,273.0741723,1.361060241,0.678369042,80807,318.2929426,0.794173129,0.984679545,0.831496545,0.856384968,0.004671045,0.00154978,0.733395214,0.998195066,BARBUNYA
30902,656.025,246.585936,160.2249453,1.53899841,0.760128096,31279,198.3573755,0.77541905,0.987947185,0.902309796,0.804414796,0.007979611,0.002061017,0.647083164,0.995859961,DERMASON
38566,725.394,269.9424969,182.754111,1.477080299,0.735972655,38861,221.5936738,0.787849074,0.992408842,0.92101466,0.82089214,0.006999494,0.001960608,0.673863905,0.995351098,DERMASON
53659,900.334,359.5163506,190.5651315,1.88657992,0.847960321,54211,261.3824033,0.696652991,0.989817565,0.831850222,0.727038987,0.00670002,0.001154746,0.528585688,0.997219145,SIRA
26639,601.862,216.5579368,157.1603046,1.377942969,0.687990766,27043,184.1679349,0.806875663,0.985060829,0.924131841,0.850432626,0.008129357,0.002622984,0.723235651,0.996577481,DERMASON
51906,896.485,327.3825036,202.8131801,1.61420724,0.784997333,52774,257.0773654,0.776327007,0.983552507,0.811598754,0.785250777,0.006307219,0.001479283,0.616618783,0.995350504,BARBUNYA
67959,1017.31,359.5833377,241.1931776,1.490852027,0.741676841,69095,294.1565675,0.769472028,0.983558868,0.825182894,0.818048382,0.005291181,0.001461667,0.669203155,0.99768288,BARBUNYA
35860,708.973,274.2225823,167.103004,1.641039214,0.792886027,36261,213.6781928,0.696784222,0.988941287,0.896521599,0.779214429,0.007647032,0.001739004,0.607175126,0.996398191,DERMASON
46338,798.429,301.6286942,197.0381277,1.530813847,0.75714462,46746,242.8978675,0.782842276,0.99127198,0.91342847,0.805287667,0.006509316,0.001688571,0.648488227,0.992714757,SIRA
37191,731.21,287.206297,166.6151816,1.723770273,0.814528382,37794,217.607564,0.721846978,0.984045087,0.874104741,0.757669892,0.007722468,0.001569842,0.574063665,0.989553881,DERMASON
33809,669.341,230.2474971,187.1642998,1.230189184,0.582426873,34143,207.4776031,0.784067718,0.990217614,0.948303455,0.901106877,0.006810243,0.002769795,0.811993604,0.998905748,SEKER
40448,747.503,282.4991849,182.8734254,1.544779862,0.762200156,40849,226.9360992,0.705160391,0.990183358,0.90966406,0.803315943,0.006984256,0.001794095,0.645316505,0.996871941,DERMASON
60063,942.016,356.0390298,216.2132923,1.646702782,0.794492373,60728,276.540389,0.694707257,0.989049532,0.850550934,0.776713691,0.00592776,0.001330804,0.603284158,0.993429701,CALI
27418,626.891,245.2256286,142.7880934,1.717409503,0.812993823,27710,186.841328,0.677121407,0.989462288,0.876721317,0.761915992,0.008943965,0.001859252,0.580515978,0.996983658,DERMASON
83064,1105.94,422.4408423,252.0911091,1.675746693,0.802428032,84057,325.2081942,0.688465077,0.988186588,0.853413626,0.769831327,0.005085727,0.001101831,0.592640272,0.993114975,CALI
81997,1141.172,407.5545701,258.7221266,1.575259818,0.772663417,83673,323.1127094,0.822874748,0.979969644,0.791235224,0.792808456,0.00497036,0.001211269,0.628545248,0.990122072,BARBUNYA
43935,765.713,256.3129117,218.4494531,1.173328237,0.523091664,44370,236.5159179,0.786731131,0.990196078,0.941647708,0.922762401,0.005833912,0.002609151,0.851490449,0.999077787,SEKER
53347,859.683,319.4557212,213.1670012,1.498617138,0.744805308,53832,260.621392,0.806747724,0.990990489,0.90707498,0.815829471,0.00598826,0.001636357,0.665577726,0.997446186,SIRA
38159,707.153,247.7144126,196.5599343,1.260248756,0.608577894,38483,220.4212961,0.750599945,0.991580698,0.958914913,0.889820232,0.006491638,0.002510401,0.791780045,0.997839817,SEKER
89342,1157.698,452.0659318,253.8619299,1.780755122,0.827436342,90617,337.2740242,0.822064777,0.985929792,0.83767387,0.746072642,0.005059949,0.000967053,0.556624387,0.991211729,CALI
46481,849.522,343.2637046,173.9756328,1.973056221,0.862047243,47264,243.2723726,0.733000063,0.98343348,0.809349432,0.708704035,0.007385033,0.00114919,0.50226141,0.990989999,HOROZ
31423,649.773,238.3744623,168.3381596,1.416045315,0.708020291,31749,200.0225143,0.77797034,0.98973196,0.935263934,0.8391105,0.007585987,0.002319896,0.704106431,0.997046613,DERMASON
67548,1071.834,369.8283631,232.8346137,1.588373641,0.776939885,68736,293.2657238,0.719713598,0.98271648,0.738868752,0.792977914,0.005475045,0.001335401,0.628813972,0.998791537,BARBUNYA
39341,732.772,262.0481189,191.55707,1.367989805,0.68237789,39772,223.8091082,0.768138863,0.98916323,0.920698693,0.854076378,0.006660942,0.002186262,0.72944646,0.99787532,SEKER
73849,1042.951,400.0174911,238.032269,1.68051791,0.803685238,75202,306.638985,0.757705409,0.982008457,0.853152511,0.766563942,0.005416695,0.001153739,0.587620278,0.987506401,CALI
36362,701.998,258.6351721,179.4211654,1.44149756,0.720241911,36721,215.168623,0.786035452,0.990223578,0.927226589,0.831938755,0.007112787,0.002101769,0.692122091,0.997692306,DERMASON
33250,670.611,245.8324785,172.6497789,1.423879486,0.711874568,33588,205.7552305,0.81567069,0.989936882,0.929095096,0.83697334,0.007393458,0.002238071,0.700524371,0.997462281,DERMASON
41574,754.002,273.506578,193.8869062,1.410650071,0.705316011,41973,230.0731641,0.743375174,0.990493889,0.918938993,0.841197918,0.006578789,0.002031976,0.707613938,0.998195652,DERMASON
38612,742.726,276.8687886,178.3913017,1.552030766,0.764758421,39059,221.7257885,0.765625,0.988555775,0.879579112,0.800833455,0.007170537,0.001819283,0.641334223,0.995370445,SIRA
35072,693.453,254.363667,176.2521466,1.443180534,0.721020239,35397,211.3174326,0.80221414,0.990818431,0.916508155,0.830768934,0.007252614,0.002131058,0.690177022,0.996050043,DERMASON
34441,675.683,228.6978291,191.9152031,1.191660824,0.543876991,34826,209.4078393,0.790874437,0.988945041,0.947980998,0.915652939,0.006640278,0.002879318,0.838420304,0.999112631,SEKER
28295,627.07,239.087084,151.5628661,1.577477981,0.773395945,28623,189.8059876,0.788556937,0.988540684,0.904247912,0.793878048,0.0084498,0.002070338,0.630242355,0.994193438,DERMASON
63882,1004.206,411.2634035,198.7654528,2.069088957,0.875452319,64663,285.1965789,0.754704944,0.987921996,0.796054395,0.69346452,0.00643786,0.000918371,0.480893041,0.995010481,HOROZ
39802,750.551,279.3769561,183.5040179,1.522456889,0.754036038,40728,225.1165928,0.796693288,0.977263799,0.887880143,0.80578082,0.007019169,0.001825295,0.64928273,0.988504965,SIRA
73569,1080.363,374.9920482,250.6295428,1.496200504,0.743838301,74768,306.057119,0.695096372,0.983963728,0.792073188,0.816169624,0.005097148,0.001395175,0.666132855,0.996668313,BARBUNYA
49226,831.527,317.1805409,198.2224463,1.600124238,0.7806636,49747,250.3527308,0.744157218,0.989527007,0.89464698,0.789306715,0.006443354,0.001542677,0.62300509,0.996885546,SIRA
37507,733.863,284.8498994,168.264038,1.692874501,0.806883032,37953,218.5300794,0.748090233,0.988248623,0.87516957,0.767176256,0.00759458,0.001622797,0.588559408,0.996357215,SIRA
64380,979.195,343.5301553,239.1536556,1.436441163,0.717881852,65278,286.3060633,0.796506161,0.986243451,0.843766856,0.83342338,0.005335976,0.001588021,0.694594531,0.997744176,BARBUNYA
43400,774.798,293.5131445,188.7224234,1.555263753,0.76588485,43739,235.0714705,0.807381776,0.99224948,0.908495147,0.800889074,0.006762976,0.001716355,0.641423309,0.997582423,SIRA
56866,975.289,391.8120412,186.9731414,2.095552539,0.878794117,58051,269.079988,0.619131609,0.979586915,0.751269734,0.686757832,0.006890093,0.000945408,0.47163632,0.988338688,HOROZ
36230,704.574,261.9357694,176.5242937,1.483851112,0.738802447,36589,214.7777193,0.704178814,0.990188308,0.917117482,0.819963305,0.007229803,0.002015969,0.672339822,0.997652192,DERMASON
38844,708.154,246.9118386,200.5332172,1.231276503,0.583427453,39120,222.3909101,0.780470163,0.992944785,0.973370958,0.900689539,0.006356499,0.002580466,0.811241646,0.998862777,SEKER
40209,747.442,276.4890351,186.0529408,1.486077209,0.739722045,40680,226.2646434,0.794769924,0.988421829,0.904436625,0.818349427,0.006876297,0.001902346,0.669695784,0.995219642,SIRA
24425,579.59,216.6100061,143.9506413,1.504751935,0.747233693,24744,176.3487337,0.803877041,0.987107986,0.913697989,0.814130136,0.008868373,0.00240325,0.662807879,0.997361438,DERMASON
51032,891.23,362.996293,179.3645007,2.023791171,0.869392502,51685,254.9038259,0.682830229,0.987365773,0.807370467,0.702221568,0.007113111,0.00106693,0.49311513,0.997962046,HOROZ
26933,608.738,227.9591,152.0788115,1.498953718,0.744939519,27233,185.1814263,0.707051349,0.988983953,0.913342715,0.812344962,0.008463933,0.002273599,0.659904337,0.98916606,DERMASON
152869,1475.473,537.207402,365.4009172,1.470186244,0.733039629,154271,441.1789387,0.761098913,0.990912096,0.882402552,0.821245085,0.003514168,0.000986038,0.67444349,0.991557542,BOMBAY
59884,990.679,409.5123861,188.9651507,2.167131795,0.88717173,60928,276.1280082,0.626178974,0.982865021,0.766751707,0.674284875,0.006838427,0.000871986,0.454660093,0.985308343,HOROZ
34774,690.766,245.534629,180.7026974,1.358776778,0.677029307,35225,210.4177557,0.806091935,0.987196593,0.915804151,0.85697792,0.007060868,0.002349181,0.734411156,0.997900824,DERMASON
43618,781.452,295.6377648,188.1143492,1.5715854,0.771441599,44001,235.6611178,0.701028608,0.991295652,0.897575517,0.797127924,0.006777884,0.001688053,0.635412928,0.99860568,SIRA
69852,1094.715,378.0915219,236.3665557,1.599598221,0.780499036,70620,298.2252985,0.76881253,0.989124894,0.732464484,0.788764839,0.005412752,0.001292373,0.622149972,0.995189988,BARBUNYA
27682,622.843,233.0003241,151.9291669,1.533611543,0.758171148,28058,187.7386936,0.770978972,0.986599187,0.896706159,0.805744345,0.008417034,0.002188406,0.64922395,0.995657344,DERMASON
44614,850.425,351.2689862,162.3080891,2.164211212,0.886847566,45243,238.3365458,0.633955722,0.986097297,0.775191478,0.678501533,0.007873515,0.001029323,0.460364331,0.996325646,HOROZ
37080,723.319,261.2979493,181.1785501,1.442212387,0.720572934,37575,217.2825863,0.729289592,0.986826347,0.890614667,0.831551059,0.00704687,0.002078412,0.691477163,0.99725693,SIRA
